일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-30 00:09:00,20,12.0,10.0,15.0,6,8,10,13,8,5,22,8,16,6,16,19,23,24,14.0,9,17,9,17,2,2,11.0,10,12.0,2,18,11,18,15,-
2022-06-30 00:10:00,14,8.0,6.0,23.0,14,10,13,9,18,7,22,11,9,19,21,15,23,29,11.0,9,13,12,11,2,-,10.0,10,16.0,24,14,15,20,14,-
2022-06-30 00:11:00,20,9.0,7.0,13.0,12,10,11,14,17,6,24,11,17,18,21,-,19,24,15.0,9,12,10,15,3,4,11.0,9,15.0,12,23,16,21,9,-
2022-06-30 00:12:00,23,8.0,7.0,18.0,11,12,10,8,20,12,22,11,5,20,19,-,13,29,15.0,18,22,8,12,5,3,15.0,13,18.0,19,-,18,15,7,23
2022-06-30 00:13:00,17,13.0,10.0,20.0,10,12,9,9,15,11,24,8,2,19,14,10,14,20,13.0,16,14,12,17,7,2,15.0,14,15.0,10,-,15,21,12,19
2022-06-30 00:14:00,19,12.0,11.0,10.0,8,9,9,7,12,12,25,11,9,24,17,11,12,23,15.0,6,13,10,15,10,5,16.0,13,17.0,8,11,16,17,8,24
2022-06-30 00:15:00,16,10.0,8.0,12.0,8,8,13,10,11,8,28,8,9,45,15,7,12,33,16.0,14,22,15,14,7,5,14.0,11,16.0,17,21,19,20,6,24
2022-06-30 00:16:00,21,14.0,8.0,15.0,9,11,14,16,10,5,28,8,-,20,-,13,16,30,14.0,12,12,15,16,3,67,17.0,12,14.0,11,22,20,21,10,20
2022-06-30 00:17:00,19,12.0,8.0,16.0,6,8,12,10,9,4,32,13,-,25,16,10,20,30,19.0,17,12,17,15,2,2,21.0,10,13.0,21,19,23,16,10,20
2022-06-30 00:18:00,15,10.0,10.0,16.0,10,12,15,6,12,5,46,11,7,86,20,18,17,29,17.0,16,20,14,16,5,2,15.0,10,12.0,12,19,24,11,13,11
2022-06-30 00:19:00,14,13.0,11.0,18.0,13,11,10,7,14,9,32,12,5,21,14,10,16,19,16.0,15,16,10,14,4,5,15.0,15,14.0,10,17,23,16,10,14
2022-06-30 00:20:00,22,11.0,9.0,16.0,7,9,16,6,17,10,17,12,14,19,14,8,11,19,13.0,14,15,13,12,5,7,15.0,6,16.0,10,18,19,17,12,14
2022-06-30 00:21:00,23,20.0,14.0,16.0,6,9,12,6,13,11,6,13,16,26,15,8,15,20,22.0,14,20,13,12,8,5,11.0,12,18.0,16,21,22,2,8,12
2022-06-30 00:22:00,17,14.0,11.0,12.0,6,9,18,18,17,9,2,10,22,24,14,8,10,28,24.0,16,24,16,8,10,4,19.0,12,14.0,15,17,17,8,9,11
2022-06-30 00:23:00,12,13.0,14.0,16.0,7,8,15,8,18,13,19,10,15,26,13,8,10,20,11.0,15,17,15,10,11,3,16.0,10,19.0,9,22,34,9,11,12
2022-06-30 00:24:00,9,16.0,18.0,12.0,5,7,15,11,8,13,14,7,15,7,13,9,12,11,37.0,9,9,15,9,9,7,10.0,9,24.0,8,7,3,9,15,13
