대기오염 종류,광역시도,시군구,읍면동,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12
도시대기,서울특별시,중구,예관동,33,32,28,23,20,22,15,18,13,19,26,29
도시대기,서울특별시,종로구,수송동,31,29,25,21,19,21,14,15,12,18,24,28
도시대기,서울특별시,중랑구,신내동,22,23,24,19,18,21,14,15,11,17,22,24
도시대기,서울특별시,동대문구,용두동,26,25,20,17,15,19,12,14,11,17,25,29
도시대기,서울특별시,은평구,녹번동,24,26,24,20,20,21,13,13,9,15,22,25
도시대기,서울특별시,마포구,성산동,31,28,25,20,17,20,14,15,11,17,24,26
도시대기,서울특별시,영등포구,당산동,29,27,25,19,16,20,14,16,11,18,25,27
도시대기,서울특별시,동작구,노량진동,32,31,28,23,20,21,15,16,12,19,24,28
도시대기,서울특별시,관악구,봉천동,28,27,23,18,17,20,13,14,10,17,21,22
도시대기,서울특별시,강남구,삼성동,28,25,26,21,19,22,15,17,12,17,24,28
도시대기,서울특별시,금천구,시흥동,33,29,26,21,18,21,15,16,13,20,27,28
도시대기,서울특별시,강동구,성내동,33,32,26,22,19,22,14,16,12,19,27,32
도시대기,서울특별시,강북구,수유동,30,29,25,21,19,22,14,17,11,17,23,27
도시대기,서울특별시,성북구,삼선동,27,27,23,19,18,20,13,12,9,15,21,24
도시대기,서울특별시,용산구,이태원동,29,27,23,20,18,21,14,15,11,16,21,23
도시대기,서울특별시,광진구,자양동,23,27,24,20,20,21,12,14,9,16,24,27
도시대기,서울특별시,성동구,행당동,29,27,25,20,19,23,14,16,12,17,24,26
도시대기,서울특별시,도봉구,방학동,25,28,23,19,19,20,13,10,8,16,23,28
도시대기,서울특별시,서대문구,연희동,25,29,27,21,22,18,10,9,9,17,22,23
도시대기,서울특별시,구로구,구로동,29,30,27,22,25,18,10,9,8,15,27,27
도시대기,서울특별시,서초구,서초동,29,29,29,24,26,18,11,11,8,14,25,27
도시대기,서울특별시,강서구,화곡동,29,27,24,20,18,21,14,16,12,18,25,26
도시대기,서울특별시,송파구,신천동,28,28,24,20,17,22,14,15,11,18,24,26
도시대기,서울특별시,양천구,신정동,33,30,27,21,17,20,15,17,12,18,27,28
도시대기,서울특별시,노원구,노원동,32,31,26,22,17,19,13,14,11,17,26,31
도시대기,부산광역시,중구,광복동,18,19,14,15,16,14,11,20,13,15,16,20
도시대기,부산광역시,남구,대연동,18,19,13,14,15,12,8,17,10,11,13,19
도시대기,부산광역시,사상구,학장동,28,23,20,20,20,18,13,20,15,19,22,27
도시대기,부산광역시,사상구,덕포동,27,26,19,18,19,18,12,19,15,19,21,27
도시대기,부산광역시,북구,덕천동,24,25,19,20,19,17,12,20,14,16,18,24
도시대기,부산광역시,북구,화명동,-,-,15,15,15,13,9,16,11,14,16,21
도시대기,부산광역시,사하구,장림동,28,29,21,21,22,20,14,23,17,22,24,29
도시대기,부산광역시,사하구,당리동,23,23,15,15,16,13,8,15,10,13,14,20
도시대기,부산광역시,부산진구,전포동,22,23,14,15,16,15,9,17,12,16,18,24
도시대기,부산광역시,부산진구,개금동,24,24,16,16,17,15,10,17,12,17,19,25
도시대기,부산광역시,연제구,연산동,18,20,14,16,17,14,10,18,13,15,17,21
도시대기,부산광역시,영도구,태종대,17,19,14,16,15,12,8,17,12,15,16,15
도시대기,부산광역시,영도구,청학동,-,-,12,13,13,11,7,16,10,13,13,16
도시대기,부산광역시,금정구,청룡동,18,20,16,17,17,16,11,20*,8*,12,13,19
도시대기,부산광역시,금정구,부곡동,19,21,17,18,17,15,9,17,12,14,15,18
도시대기,부산광역시,금정구,회동동,-,-,-,-,-,-,-,-,-,15*,14,19
도시대기,부산광역시,해운대구,좌동,21,23,15,15,15,13,8,18,11,12,12,17
도시대기,부산광역시,해운대구,재송동,-,-,13,14,14,11,8,18,12,14,16,21
도시대기,부산광역시,강서구,대저동,22,22,15,14,16,13,8,16,12,16,19,26
도시대기,부산광역시,강서구,녹산동,26,29,22,22,23,20,14,23,16,17,20,25
도시대기,부산광역시,강서구,명지동,-,-,-,-,-,-,-,-,9*,17,20,25
도시대기,부산광역시,기장군,기장읍,15,18,13,14,16,15,10,19,13,14,15,20
도시대기,부산광역시,기장군,용수리,21,23,18,18,15,14,9,17,12,14,14,18
도시대기,부산광역시,수영구,광안동,21,23,19,20,20,18,13,22,14,17,18,20
도시대기,부산광역시,동래구,명장동,18,21,16,16,16,15,9,19,13,16,17,21
도시대기,부산광역시,동구,수정동,17,19,14,15,16,14,11,19,12,13,13,18
도시대기,부산광역시,서구,대신동,24,23,17,18,20,17,14,22,14,14,15,21
도시대기,대구광역시,중구,수창동,27,26,21,18,21,21,16,16,14,18,26,26
도시대기,대구광역시,서구,이현동,28,29,24,19,20,18,13,15,14,18,23,24
도시대기,대구광역시,남구,대명동,26,26,21,18,19,18,13,13,14,18,22,24
도시대기,대구광역시,북구,노원동,28,29,22,19,20,22,17,16,17,19,25,22**
도시대기,대구광역시,북구,태전동,24,24,19,17,18,19,13,16,15,18,23,22
도시대기,대구광역시,동구,신암동,25,23,19,17,17,19,14,15,16,18,23,26
도시대기,대구광역시,동구,서호동,30,26,19,16,18,19,13,16**,0,0,24,27
도시대기,대구광역시,수성구,만촌동,27,27,20,17,18,17,13,14,15,18,23,24
도시대기,대구광역시,수성구,지산동,27,25,20,18,18,16,10,14,10,16,22,23
도시대기,대구광역시,수성구,시지동,27,25,20,18,21,22,14,14,13,19,24,22
도시대기,대구광역시,달서구,호림동,26,27,21,20,20,20,13,17*,0,0,24,25
도시대기,대구광역시,달서구,진천동,26,27,21,18,20,19,14,17,16,17,22,24
도시대기,대구광역시,달서구,본동,-,-,22**,23,23,24,16,18,16,21,24,27
도시대기,대구광역시,달성군,유가읍,-,-,19,18,20,17,15,18,15,15,20,22
도시대기,대구광역시,달성군,다사읍,25,25,20,18,21,23,14,16,15,16,22,23
도시대기,인천광역시,중구,신흥동,25,21,20,14,16,16,13,11,9,13,24,33
도시대기,인천광역시,중구,삼산동,25,21,-,-,-,-,-,-,-,-,-,-
도시대기,인천광역시,중구,영종동,-,-,-,-,-,-,-,-,-,15*,15,16
도시대기,인천광역시,중구,운서동,24,19,19,14,13,14,12,14,9,12,18,20
도시대기,인천광역시,동구,송림동,31,26,23,18,16,16,14,13,10,15,22*,25
도시대기,인천광역시,남동구,구월동,22,18,18,14,15,16,12*,8,8*,14,12**,30*
도시대기,인천광역시,남동구,고잔동,22,18,17,14,16,19,19**,0,19**,17,21,23
도시대기,인천광역시,남동구,서창동,-,-,-,-,-,-,-,-,-,21**,20,22
도시대기,인천광역시,남동구,논현동,27,22,22,17,15,17,13,15,0,21*,20,23
도시대기,인천광역시,부평구,부평동,29,24,21,17,16,19,16*,17,13,18,24,27
도시대기,인천광역시,부평구,삼산동,-,-,19,15,15,18,13,14,10,14,18,22*
도시대기,인천광역시,옹진군,영흥면,-,-,24,19,18,18,13*,12,11,15,22,24
도시대기,인천광역시,서구,연희동,28,23,20,16,14,16,13*,13,9,12,21*,30
도시대기,인천광역시,서구,석남동,27,22,21,17,16,19,12,12,11,14,19,21
도시대기,인천광역시,서구,검단동,32,26,24,18,15,18,16,17,11,15,22,23
도시대기,인천광역시,서구,원당동,27,23,20,15,13,16,15*,16,11,16,22,25
도시대기,인천광역시,서구,청라동,28,24,23,18,15,17,14*,17,11,14,20,22
도시대기,인천광역시,계양구,계산동,22,20,19,17,17,18,13*,13,10*,14,22,24
도시대기,인천광역시,강화군,송해면,30,25,23,17,14,16**,0,0,0,20*,21,25
도시대기,인천광역시,강화군,길상면,30,25,22,16,13,14,12,12,10,15,20,24
도시대기,인천광역시,연수구,동춘동,29,25,23,17,19,21,16*,16,12,16,20,23
도시대기,인천광역시,연수구,송도,25,22,20,15,14,16,12,13,9,14,18,19
도시대기,인천광역시,연수구,아암동,-,-,-,-,-,-,-,-,-,-,-,22
도시대기,인천광역시,미추홀구,숭의동,32,27,24,18,18,18,15*,16,12,18,24,27
도시대기,광주광역시,동구,서석동,23,19,16,15,16,16,8,13,11,13,15,19
도시대기,광주광역시,서구,농성동,30,21,16,16,15,14,8,14,13,18,21,25
도시대기,광주광역시,서구,유촌동,-,-,-,-,-,-,-,-,-,-,-,27
도시대기,광주광역시,북구,두암동,26,22,18,18,19,19,10,13,12,15,17,20
도시대기,광주광역시,북구,건국동,27,20,17,17,19,16,8,14*,12,18,20,23
도시대기,광주광역시,북구,일곡동,-,-,-,-,-,-,-,-,-,-,-,16**
도시대기,광주광역시,광산구,송정1동,23,18,16,17,17,19,10,17,13,17,19**,-
도시대기,광주광역시,광산구,오선동,28,22,20,19,18,17,9,12,13,20,22,24
도시대기,광주광역시,광산구,평동,-,-,21,20,22,23,11,16**,16,22,24,26
도시대기,광주광역시,광산구,우산동,-,-,-,-,-,-,-,-,-,-,22*,26
도시대기,광주광역시,남구,주월동,26,21,19,18,17,18,10,16,15,18,20,25
도시대기,광주광역시,남구,노대동,-,-,16,17,18,22,9,14,12,17,17,21
도시대기,대전광역시,대덕구,읍내동,28,27,21,18,18,20,10,12,11,19,21,21
도시대기,대전광역시,대덕구,문평동,28,27,25,23,20,22,13,12,15*,26,22,22
도시대기,대전광역시,중구,문창동,23,21,18,16,14,16,7,8,11,15,16,20
도시대기,대전광역시,유성구,상대동,30,28,24,20,17,20,12,10,13,20,24,27
도시대기,대전광역시,유성구,구성동,23,23,20,17,16,18,8,10,11*,17,18,15
도시대기,대전광역시,유성구,노은동,20,19,19,15,14,14,8,9,12,16,20,19
도시대기,대전광역시,유성구,관평동,-,-,-,-,-,-,-,-,-,-,-,24
도시대기,대전광역시,동구,성남동,23,22,18,15,14,17,8,12,16,19,20,16
도시대기,대전광역시,동구,대성동,28,24,21,18,19,24,11,10,9,14,19,22
도시대기,대전광역시,서구,정림동,21,21,18,16,15,17,8,9,11,16,18,19
도시대기,대전광역시,서구,둔산동,24,22,18,17,17,18,10,12,12,18,19,18
도시대기,울산광역시,중구,성남동,19,19,15,16,17,19,11,18,13,15,17,19
도시대기,울산광역시,중구,약사동,18,18,-,15,18,19,13,17,14,16,17,18
도시대기,울산광역시,남구,부곡동,18,19,18,18,21,21,14,16,13,15,16,18
도시대기,울산광역시,남구,여천동,19,20,19,19,19,18,10,19,17,17,19,20
도시대기,울산광역시,남구,야음동,19,19,16,16,18,20,13,18,15,16,18,18
도시대기,울산광역시,남구,신정동,18,19,16,17,19,21,10,15,15,13,12,14
